"ID_obs";"Genus";"Species";"Latitude";"Longitude";"M.mimicry";"F.mimicry";"Country"
2757;"Episcada";"hymen";-11,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2760;"Episcada";"hymen";-6,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2761;"Episcada";"hymen";-9,375;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
2762;"Episcada";"hymen";-6,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2763;"Episcada";"hymen";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2764;"Episcada";"hymen";-7,375;-76,625;"EURIMEDIA";"EURIMEDIA";"Peru"
2765;"Episcada";"hymen";-7,125;-76,625;"EURIMEDIA";"EURIMEDIA";"Peru"
2766;"Episcada";"hymen";-6,875;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2768;"Episcada";"hymen";-6,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
2773;"Episcada";"hymen";-8,875;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
2774;"Episcada";"hymen";-10,875;-75,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2775;"Episcada";"hymen";-11,125;-75,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2776;"Episcada";"hymen";-10,875;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
2777;"Episcada";"hymen";-11,125;-74,375;"EURIMEDIA";"EURIMEDIA";"Peru"
2778;"Episcada";"hymen";-11,375;-74,625;"EURIMEDIA";"EURIMEDIA";"Peru"
2779;"Episcada";"hymen";-10,375;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
2780;"Episcada";"hymenaea";6,125;-75,125;"POLITA";"POLITA";"Colombia"
2781;"Episcada";"hymenaea";4,625;-75,625;"POLITA";"POLITA";"Colombia"
2782;"Episcada";"hymenaea";5,375;-75,875;"POLITA";"POLITA";"Colombia"
2783;"Episcada";"hymenaea";4,375;-75,125;"POLITA";"POLITA";"Colombia"
2784;"Episcada";"hymenaea";4,125;-75,375;"POLITA";"POLITA";"Colombia"
2786;"Episcada";"hymenaea";3,375;-76,625;"POLITA";"POLITA";"Colombia"
2788;"Episcada";"hymenaea";3,875;-76,625;"POLITA";"POLITA";"Colombia"
2789;"Episcada";"hymenaea";4,375;-75,875;"POLITA";"POLITA";"Colombia"
2790;"Episcada";"hymenaea";3,625;-76,625;"POLITA";"POLITA";"Colombia"
2791;"Episcada";"hymenaea";3,875;-76,125;"POLITA";"POLITA";"Colombia"
2792;"Episcada";"hymenaea";3,625;-76,875;"POLITA";"POLITA";"Colombia"
2793;"Episcada";"hymenaea";-19,625;-64,375;"POLITA";"POLITA";"Bolivia"
2794;"Episcada";"hymenaea";-16,625;-67,125;"POLITA";"POLITA";"Bolivia"
2795;"Episcada";"hymenaea";-16,125;-67,875;"POLITA";"POLITA";"Bolivia"
2796;"Episcada";"hymenaea";-18,875;-59,625;"POLITA";"POLITA";"Bolivia"
2797;"Episcada";"hymenaea";-20,375;-63,875;"POLITA";"POLITA";"Bolivia"
2798;"Episcada";"hymenaea";-8,625;-49,375;"POLITA";"POLITA";"Brazil"
2799;"Episcada";"hymenaea";-16,875;-48,875;"POLITA";"POLITA";"Brazil"
2800;"Episcada";"hymenaea";-15,125;-51,375;"POLITA";"POLITA";"Brazil"
2801;"Episcada";"hymenaea";-15,375;-55,875;"POLITA";"POLITA";"Brazil"
2803;"Episcada";"hymenaea";-15,625;-56,125;"POLITA";"POLITA";"Brazil"
2804;"Episcada";"hymenaea";-14,625;-56,375;"POLITA";"POLITA";"Brazil"
2805;"Episcada";"hymenaea";-19,875;-55,125;"POLITA";"POLITA";"Brazil"
2806;"Episcada";"hymenaea";4,125;-59,375;"EURIMEDIA";"EURIMEDIA";"Guyana"
2807;"Episcada";"hymenaea";6,625;-61,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2808;"Episcada";"hymenaea";6,875;-61,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2809;"Episcada";"hymenaea";7,125;-64,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2810;"Episcada";"hymenaea";6,375;-61,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2811;"Episcada";"hymenaea";8,125;-62,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2812;"Episcada";"hymenaea";6,875;-64,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2813;"Episcada";"hymenaea";7,125;-65,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2814;"Episcada";"hymenaea";7,375;-65,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2815;"Episcada";"hymenaea";7,625;-65,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2816;"Episcada";"hymenaea";9,625;-63,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2817;"Episcada";"hymenaea";-28,375;-65,875;"LERIDA";"LERIDA";"Argentina"
2818;"Episcada";"hymenaea";-28,625;-65,875;"LERIDA";"LERIDA";"Argentina"
2819;"Episcada";"hymenaea";-27,625;-56,625;"LERIDA";"LERIDA";"Argentina"
2820;"Episcada";"hymenaea";-26,125;-58,125;"LERIDA";"LERIDA";"Argentina"
2821;"Episcada";"hymenaea";-24,125;-64,875;"LERIDA";"LERIDA";"Argentina"
2822;"Episcada";"hymenaea";-24,125;-65,125;"LERIDA";"LERIDA";"Argentina"
2823;"Episcada";"hymenaea";-23,625;-64,875;"LERIDA";"LERIDA";"Argentina"
2824;"Episcada";"hymenaea";-24,375;-65,125;"LERIDA";"LERIDA";"Argentina"
2825;"Episcada";"hymenaea";-23,625;-64,375;"LERIDA";"LERIDA";"Argentina"
2826;"Episcada";"hymenaea";-29,375;-66,875;"LERIDA";"LERIDA";"Argentina"
2827;"Episcada";"hymenaea";-27,125;-54,875;"LERIDA";"LERIDA";"Argentina"
2828;"Episcada";"hymenaea";-26,375;-54,625;"LERIDA";"LERIDA";"Argentina"
2829;"Episcada";"hymenaea";-25,625;-54,375;"LERIDA";"LERIDA";"Argentina"
2830;"Episcada";"hymenaea";-27,375;-55,625;"LERIDA";"LERIDA";"Argentina"
2831;"Episcada";"hymenaea";-27,375;-55,875;"LERIDA";"LERIDA";"Argentina"
2832;"Episcada";"hymenaea";-22,125;-63,625;"LERIDA";"LERIDA";"Argentina"
2833;"Episcada";"hymenaea";-23,375;-64,125;"LERIDA";"LERIDA";"Argentina"
2834;"Episcada";"hymenaea";-23,375;-64,375;"LERIDA";"LERIDA";"Argentina"
2835;"Episcada";"hymenaea";-22,625;-64,375;"LERIDA";"LERIDA";"Argentina"
2836;"Episcada";"hymenaea";-25,125;-65,375;"LERIDA";"LERIDA";"Argentina"
2837;"Episcada";"hymenaea";-25,375;-65,625;"LERIDA";"LERIDA";"Argentina"
2838;"Episcada";"hymenaea";-23,125;-64,375;"LERIDA";"LERIDA";"Argentina"
2840;"Episcada";"hymenaea";-24,875;-65,375;"LERIDA";"LERIDA";"Argentina"
2842;"Episcada";"hymenaea";-22,625;-63,875;"LERIDA";"LERIDA";"Argentina"
2843;"Episcada";"hymenaea";-27,375;-65,625;"LERIDA";"LERIDA";"Argentina"
2845;"Episcada";"hymenaea";-26,875;-65,375;"LERIDA";"LERIDA";"Argentina"
2846;"Episcada";"hymenaea";-27,375;-65,875;"LERIDA";"LERIDA";"Argentina"
2847;"Episcada";"hymenaea";-26,875;-65,125;"LERIDA";"LERIDA";"Argentina"
2848;"Episcada";"hymenaea";-19,625;-64,375;"LERIDA";"LERIDA";"Bolivia"
2849;"Episcada";"hymenaea";-19,625;-63,875;"LERIDA";"LERIDA";"Bolivia"
2850;"Episcada";"hymenaea";-10,125;-66,875;"LERIDA";"LERIDA";"Bolivia"
2853;"Episcada";"hymenaea";-17,125;-65,625;"LERIDA";"LERIDA";"Bolivia"
2854;"Episcada";"hymenaea";-16,125;-66,875;"LERIDA";"LERIDA";"Bolivia"
2855;"Episcada";"hymenaea";-17,125;-64,875;"LERIDA";"LERIDA";"Bolivia"
2857;"Episcada";"hymenaea";-17,125;-65,375;"LERIDA";"LERIDA";"Bolivia"
2858;"Episcada";"hymenaea";-14,625;-66,375;"LERIDA";"LERIDA";"Bolivia"
2859;"Episcada";"hymenaea";-14,875;-66,875;"LERIDA";"LERIDA";"Bolivia"
2860;"Episcada";"hymenaea";-16,125;-67,625;"LERIDA";"LERIDA";"Bolivia"
2861;"Episcada";"hymenaea";-15,625;-67,625;"LERIDA";"LERIDA";"Bolivia"
2862;"Episcada";"hymenaea";-16,375;-67,625;"LERIDA";"LERIDA";"Bolivia"
2864;"Episcada";"hymenaea";-15,625;-67,875;"LERIDA";"LERIDA";"Bolivia"
2865;"Episcada";"hymenaea";-14,625;-68,625;"LERIDA";"LERIDA";"Bolivia"
2867;"Episcada";"hymenaea";-14,625;-68,125;"LERIDA";"LERIDA";"Bolivia"
2868;"Episcada";"hymenaea";-15,375;-67,375;"LERIDA";"LERIDA";"Bolivia"
2871;"Episcada";"hymenaea";-16,125;-67,875;"LERIDA";"LERIDA";"Bolivia"
2872;"Episcada";"hymenaea";-20,125;-62,125;"LERIDA";"LERIDA";"Bolivia"
2873;"Episcada";"hymenaea";-21,875;-62,875;"LERIDA";"LERIDA";"Bolivia"
2874;"Episcada";"hymenaea";-18,125;-63,875;"LERIDA";"LERIDA";"Bolivia"
2875;"Episcada";"hymenaea";-18,125;-63,625;"LERIDA";"LERIDA";"Bolivia"
2876;"Episcada";"hymenaea";-18,375;-59,625;"LERIDA";"LERIDA";"Bolivia"
2877;"Episcada";"hymenaea";-18,125;-59,375;"LERIDA";"LERIDA";"Bolivia"
2879;"Episcada";"hymenaea";-17,375;-64,625;"LERIDA";"LERIDA";"Bolivia"
2880;"Episcada";"hymenaea";-17,625;-63,125;"LERIDA";"LERIDA";"Bolivia"
2881;"Episcada";"hymenaea";-16,625;-65,125;"LERIDA";"LERIDA";"Bolivia"
2882;"Episcada";"hymenaea";-19,375;-63,625;"LERIDA";"LERIDA";"Bolivia"
2883;"Episcada";"hymenaea";-19,375;-62,375;"LERIDA";"LERIDA";"Bolivia"
2884;"Episcada";"hymenaea";-19,375;-57,875;"LERIDA";"LERIDA";"Bolivia"
2885;"Episcada";"hymenaea";-17,875;-60,875;"LERIDA";"LERIDA";"Bolivia"
2886;"Episcada";"hymenaea";-17,875;-63,375;"LERIDA";"LERIDA";"Bolivia"
2887;"Episcada";"hymenaea";-19,625;-62,125;"LERIDA";"LERIDA";"Bolivia"
2888;"Episcada";"hymenaea";-17,625;-62,875;"LERIDA";"LERIDA";"Bolivia"
2889;"Episcada";"hymenaea";-18,625;-62,625;"LERIDA";"LERIDA";"Bolivia"
2890;"Episcada";"hymenaea";-17,875;-63,125;"LERIDA";"LERIDA";"Bolivia"
2895;"Episcada";"hymenaea";-17,625;-63,625;"LERIDA";"LERIDA";"Bolivia"
2896;"Episcada";"hymenaea";-18,375;-59,375;"LERIDA";"LERIDA";"Bolivia"
2898;"Episcada";"hymenaea";-18,875;-63,875;"LERIDA";"LERIDA";"Bolivia"
2900;"Episcada";"hymenaea";-17,875;-64,125;"LERIDA";"LERIDA";"Bolivia"
2901;"Episcada";"hymenaea";-18,875;-63,375;"LERIDA";"LERIDA";"Bolivia"
2902;"Episcada";"hymenaea";-17,625;-63,875;"LERIDA";"LERIDA";"Bolivia"
2905;"Episcada";"hymenaea";-14,625;-62,875;"LERIDA";"LERIDA";"Bolivia"
2906;"Episcada";"hymenaea";-17,625;-63,375;"LERIDA";"LERIDA";"Bolivia"
2907;"Episcada";"hymenaea";-16,875;-63,875;"LERIDA";"LERIDA";"Bolivia"
2913;"Episcada";"hymenaea";-16,375;-62,375;"LERIDA";"LERIDA";"Bolivia"
2916;"Episcada";"hymenaea";-17,375;-63,125;"LERIDA";"LERIDA";"Bolivia"
2917;"Episcada";"hymenaea";-20,125;-63,125;"LERIDA";"LERIDA";"Bolivia"
2921;"Episcada";"hymenaea";-22,375;-64,375;"LERIDA";"LERIDA";"Bolivia"
2922;"Episcada";"hymenaea";-21,625;-63,625;"LERIDA";"LERIDA";"Bolivia"
2923;"Episcada";"hymenaea";-21,625;-64,125;"LERIDA";"LERIDA";"Bolivia"
2925;"Episcada";"hymenaea";-21,375;-63,625;"LERIDA";"LERIDA";"Bolivia"
2927;"Episcada";"hymenaea";-21,875;-63,875;"LERIDA";"LERIDA";"Bolivia"
2928;"Episcada";"hymenaea";-15,125;-41,625;"LERIDA";"LERIDA";"Brazil"
2929;"Episcada";"hymenaea";-12,875;-41,375;"LERIDA";"LERIDA";"Brazil"
2930;"Episcada";"hymenaea";-12,875;-38,625;"LERIDA";"LERIDA";"Brazil"
2931;"Episcada";"hymenaea";-10,625;-40,375;"LERIDA";"LERIDA";"Brazil"
2932;"Episcada";"hymenaea";-12,625;-38,625;"LERIDA";"LERIDA";"Brazil"
2933;"Episcada";"hymenaea";-12,625;-41,375;"LERIDA";"LERIDA";"Brazil"
2934;"Episcada";"hymenaea";-16,375;-39,375;"LERIDA";"LERIDA";"Brazil"
2935;"Episcada";"hymenaea";-16,375;-38,875;"LERIDA";"LERIDA";"Brazil"
2936;"Episcada";"hymenaea";-7,125;-39,375;"LERIDA";"LERIDA";"Brazil"
2937;"Episcada";"hymenaea";-7,375;-39,375;"LERIDA";"LERIDA";"Brazil"
2938;"Episcada";"hymenaea";-3,625;-38,625;"LERIDA";"LERIDA";"Brazil"
2939;"Episcada";"hymenaea";-6,625;-40,625;"LERIDA";"LERIDA";"Brazil"
2940;"Episcada";"hymenaea";-15,875;-47,875;"LERIDA";"LERIDA";"Brazil"
2944;"Episcada";"hymenaea";-20,875;-41,625;"LERIDA";"LERIDA";"Brazil"
2945;"Episcada";"hymenaea";-19,625;-41,125;"LERIDA";"LERIDA";"Brazil"
2946;"Episcada";"hymenaea";-19,125;-40,625;"LERIDA";"LERIDA";"Brazil"
2947;"Episcada";"hymenaea";-20,375;-40,375;"LERIDA";"LERIDA";"Brazil"
2948;"Episcada";"hymenaea";-19,625;-40,875;"LERIDA";"LERIDA";"Brazil"
2949;"Episcada";"hymenaea";-19,875;-40,875;"LERIDA";"LERIDA";"Brazil"
2950;"Episcada";"hymenaea";-19,375;-40,125;"LERIDA";"LERIDA";"Brazil"
2951;"Episcada";"hymenaea";-19,875;-40,125;"LERIDA";"LERIDA";"Brazil"
2952;"Episcada";"hymenaea";-19,875;-40,625;"LERIDA";"LERIDA";"Brazil"
2953;"Episcada";"hymenaea";-16,375;-48,875;"LERIDA";"LERIDA";"Brazil"
2954;"Episcada";"hymenaea";-15,375;-47,625;"LERIDA";"LERIDA";"Brazil"
2955;"Episcada";"hymenaea";-14,625;-56,375;"LERIDA";"LERIDA";"Brazil"
2956;"Episcada";"hymenaea";-20,125;-43,375;"LERIDA";"LERIDA";"Brazil"
2957;"Episcada";"hymenaea";-21,125;-43,875;"LERIDA";"LERIDA";"Brazil"
2959;"Episcada";"hymenaea";-19,875;-43,875;"LERIDA";"LERIDA";"Brazil"
2960;"Episcada";"hymenaea";-22,375;-46,125;"LERIDA";"LERIDA";"Brazil"
2961;"Episcada";"hymenaea";-20,375;-41,875;"LERIDA";"LERIDA";"Brazil"
2962;"Episcada";"hymenaea";-21,875;-44,875;"LERIDA";"LERIDA";"Brazil"
2963;"Episcada";"hymenaea";-20,125;-44,125;"LERIDA";"LERIDA";"Brazil"
2964;"Episcada";"hymenaea";-19,375;-41,125;"LERIDA";"LERIDA";"Brazil"
2965;"Episcada";"hymenaea";-17,375;-41,875;"LERIDA";"LERIDA";"Brazil"
2966;"Episcada";"hymenaea";-20,375;-43,625;"LERIDA";"LERIDA";"Brazil"
2967;"Episcada";"hymenaea";-22,375;-44,875;"LERIDA";"LERIDA";"Brazil"
2968;"Episcada";"hymenaea";-21,875;-46,625;"LERIDA";"LERIDA";"Brazil"
2969;"Episcada";"hymenaea";-20,125;-45,625;"LERIDA";"LERIDA";"Brazil"
2970;"Episcada";"hymenaea";-22,125;-45,875;"LERIDA";"LERIDA";"Brazil"
2971;"Episcada";"hymenaea";-22,125;-45,125;"LERIDA";"LERIDA";"Brazil"
2972;"Episcada";"hymenaea";-22,375;-45,875;"LERIDA";"LERIDA";"Brazil"
2973;"Episcada";"hymenaea";-17,875;-41,625;"LERIDA";"LERIDA";"Brazil"
2974;"Episcada";"hymenaea";-19,625;-44,625;"LERIDA";"LERIDA";"Brazil"
2975;"Episcada";"hymenaea";-24,375;-52,125;"LERIDA";"LERIDA";"Brazil"
2976;"Episcada";"hymenaea";-25,375;-49,625;"LERIDA";"LERIDA";"Brazil"
2977;"Episcada";"hymenaea";-24,875;-53,375;"LERIDA";"LERIDA";"Brazil"
2978;"Episcada";"hymenaea";-24,875;-50,125;"LERIDA";"LERIDA";"Brazil"
2979;"Episcada";"hymenaea";-23,375;-51,375;"LERIDA";"LERIDA";"Brazil"
2980;"Episcada";"hymenaea";-25,375;-49,375;"LERIDA";"LERIDA";"Brazil"
2981;"Episcada";"hymenaea";-23,875;-51,875;"LERIDA";"LERIDA";"Brazil"
2982;"Episcada";"hymenaea";-25,625;-53,875;"LERIDA";"LERIDA";"Brazil"
2983;"Episcada";"hymenaea";-24,375;-49,625;"LERIDA";"LERIDA";"Brazil"
2984;"Episcada";"hymenaea";-23,375;-50,375;"LERIDA";"LERIDA";"Brazil"
2985;"Episcada";"hymenaea";-25,125;-50,125;"LERIDA";"LERIDA";"Brazil"
2986;"Episcada";"hymenaea";-25,875;-48,875;"LERIDA";"LERIDA";"Brazil"
2987;"Episcada";"hymenaea";-25,625;-51,875;"LERIDA";"LERIDA";"Brazil"
2989;"Episcada";"hymenaea";-23,875;-52,375;"LERIDA";"LERIDA";"Brazil"
2990;"Episcada";"hymenaea";-26,125;-51,125;"LERIDA";"LERIDA";"Brazil"
2991;"Episcada";"hymenaea";-8,875;-36,375;"LERIDA";"LERIDA";"Brazil"
2992;"Episcada";"hymenaea";-8,875;-37,625;"LERIDA";"LERIDA";"Brazil"
2993;"Episcada";"hymenaea";-8,875;-36,125;"LERIDA";"LERIDA";"Brazil"
2994;"Episcada";"hymenaea";-9,125;-37,125;"LERIDA";"LERIDA";"Brazil"
2995;"Episcada";"hymenaea";-8,125;-35,875;"LERIDA";"LERIDA";"Brazil"
2996;"Episcada";"hymenaea";-22,875;-43,625;"LERIDA";"LERIDA";"Brazil"
2997;"Episcada";"hymenaea";-22,875;-43,125;"LERIDA";"LERIDA";"Brazil"
2998;"Episcada";"hymenaea";-22,875;-44,125;"LERIDA";"LERIDA";"Brazil"
2999;"Episcada";"hymenaea";-22,875;-44,375;"LERIDA";"LERIDA";"Brazil"
3000;"Episcada";"hymenaea";-22,875;-43,375;"LERIDA";"LERIDA";"Brazil"
3002;"Episcada";"hymenaea";-21,375;-46,875;"LERIDA";"LERIDA";"Brazil"
3006;"Episcada";"hymenaea";-22,625;-43,125;"LERIDA";"LERIDA";"Brazil"
3007;"Episcada";"hymenaea";-22,375;-44,625;"LERIDA";"LERIDA";"Brazil"
3011;"Episcada";"hymenaea";-22,375;-42,625;"LERIDA";"LERIDA";"Brazil"
3015;"Episcada";"hymenaea";-21,625;-42,125;"LERIDA";"LERIDA";"Brazil"
3017;"Episcada";"hymenaea";-22,375;-43,125;"LERIDA";"LERIDA";"Brazil"
3021;"Episcada";"hymenaea";-29,375;-50,875;"LERIDA";"LERIDA";"Brazil"
3022;"Episcada";"hymenaea";-28,625;-53,625;"LERIDA";"LERIDA";"Brazil"
3023;"Episcada";"hymenaea";-28,125;-54,625;"LERIDA";"LERIDA";"Brazil"
3024;"Episcada";"hymenaea";-29,625;-51,125;"LERIDA";"LERIDA";"Brazil"
3025;"Episcada";"hymenaea";-28,375;-55,625;"LERIDA";"LERIDA";"Brazil"
3026;"Episcada";"hymenaea";-28,375;-52,125;"LERIDA";"LERIDA";"Brazil"
3027;"Episcada";"hymenaea";-30,125;-51,125;"LERIDA";"LERIDA";"Brazil"
3028;"Episcada";"hymenaea";-32,125;-52,125;"LERIDA";"LERIDA";"Brazil"
3029;"Episcada";"hymenaea";-27,875;-53,875;"LERIDA";"LERIDA";"Brazil"
3030;"Episcada";"hymenaea";-29,875;-51,125;"LERIDA";"LERIDA";"Brazil"
3031;"Episcada";"hymenaea";-28,125;-52,125;"LERIDA";"LERIDA";"Brazil"
3032;"Episcada";"hymenaea";-27,375;-49,875;"LERIDA";"LERIDA";"Brazil"
3033;"Episcada";"hymenaea";-27,125;-48,875;"LERIDA";"LERIDA";"Brazil"
3034;"Episcada";"hymenaea";-26,375;-50,875;"LERIDA";"LERIDA";"Brazil"
3035;"Episcada";"hymenaea";-26,375;-48,875;"LERIDA";"LERIDA";"Brazil"
3036;"Episcada";"hymenaea";-26,375;-49,125;"LERIDA";"LERIDA";"Brazil"
3037;"Episcada";"hymenaea";-26,625;-50,125;"LERIDA";"LERIDA";"Brazil"
3038;"Episcada";"hymenaea";-27,125;-49,625;"LERIDA";"LERIDA";"Brazil"
3039;"Episcada";"hymenaea";-22,125;-45,625;"LERIDA";"LERIDA";"Brazil"
3040;"Episcada";"hymenaea";-26,375;-49,375;"LERIDA";"LERIDA";"Brazil"
3041;"Episcada";"hymenaea";-28,375;-49,875;"LERIDA";"LERIDA";"Brazil"
3042;"Episcada";"hymenaea";-27,125;-49,875;"LERIDA";"LERIDA";"Brazil"
3043;"Episcada";"hymenaea";-22,625;-52,125;"LERIDA";"LERIDA";"Brazil"
3044;"Episcada";"hymenaea";-20,875;-50,875;"LERIDA";"LERIDA";"Brazil"
3045;"Episcada";"hymenaea";-22,875;-48,125;"LERIDA";"LERIDA";"Brazil"
3046;"Episcada";"hymenaea";-21,125;-50,375;"LERIDA";"LERIDA";"Brazil"
3047;"Episcada";"hymenaea";-23,375;-46,625;"LERIDA";"LERIDA";"Brazil"
3048;"Episcada";"hymenaea";-23,625;-46,875;"LERIDA";"LERIDA";"Brazil"
3049;"Episcada";"hymenaea";-24,125;-46,875;"LERIDA";"LERIDA";"Brazil"
3051;"Episcada";"hymenaea";-22,375;-47,375;"LERIDA";"LERIDA";"Brazil"
3052;"Episcada";"hymenaea";-20,625;-51,125;"LERIDA";"LERIDA";"Brazil"
3053;"Episcada";"hymenaea";-22,875;-47,125;"LERIDA";"LERIDA";"Brazil"
3054;"Episcada";"hymenaea";-22,375;-46,875;"LERIDA";"LERIDA";"Brazil"
3056;"Episcada";"hymenaea";-23,375;-44,875;"LERIDA";"LERIDA";"Brazil"
3057;"Episcada";"hymenaea";-22,375;-52,625;"LERIDA";"LERIDA";"Brazil"
3058;"Episcada";"hymenaea";-23,875;-46,375;"LERIDA";"LERIDA";"Brazil"
3059;"Episcada";"hymenaea";-22,625;-52,375;"LERIDA";"LERIDA";"Brazil"
3060;"Episcada";"hymenaea";-23,125;-46,625;"LERIDA";"LERIDA";"Brazil"
3061;"Episcada";"hymenaea";-22,125;-50,875;"LERIDA";"LERIDA";"Brazil"
3062;"Episcada";"hymenaea";-22,375;-47,625;"LERIDA";"LERIDA";"Brazil"
3064;"Episcada";"hymenaea";-23,625;-46,625;"LERIDA";"LERIDA";"Brazil"
3066;"Episcada";"hymenaea";-22,625;-44,625;"LERIDA";"LERIDA";"Brazil"
3067;"Episcada";"hymenaea";-22,625;-46,625;"LERIDA";"LERIDA";"Brazil"
3068;"Episcada";"hymenaea";-23,375;-46,875;"LERIDA";"LERIDA";"Brazil"
3072;"Episcada";"hymenaea";6,375;-73,875;"LERIDA";"LERIDA";"Colombia"
3073;"Episcada";"hymenaea";-23,125;-57,625;"LERIDA";"LERIDA";"Paraguay"
3074;"Episcada";"hymenaea";-25,375;-56,125;"LERIDA";"LERIDA";"Paraguay"
3075;"Episcada";"hymenaea";-25,625;-56,875;"LERIDA";"LERIDA";"Paraguay"
3076;"Episcada";"hymenaea";-25,125;-55,875;"LERIDA";"LERIDA";"Paraguay"
3077;"Episcada";"hymenaea";-25,375;-57,625;"LERIDA";"LERIDA";"Paraguay"
3078;"Episcada";"hymenaea";-25,625;-57,625;"LERIDA";"LERIDA";"Paraguay"
3079;"Episcada";"hymenaea";-25,375;-57,375;"LERIDA";"LERIDA";"Paraguay"
3081;"Episcada";"hymenaea";-25,875;-56,375;"LERIDA";"LERIDA";"Paraguay"
3082;"Episcada";"hymenaea";-27,375;-55,875;"LERIDA";"LERIDA";"Paraguay"
3084;"Episcada";"hymenaea";10,375;-67,375;"LERIDA";"LERIDA";"Venezuela"
3085;"Episcada";"hymenaea";10,375;-67,125;"LERIDA";"LERIDA";"Venezuela"
3086;"Episcada";"hymenaea";10,125;-67,625;"LERIDA";"LERIDA";"Venezuela"
3087;"Episcada";"hymenaea";10,375;-67,625;"LERIDA";"LERIDA";"Venezuela"
3088;"Episcada";"hymenaea";10,125;-68,125;"LERIDA";"LERIDA";"Venezuela"
3089;"Episcada";"hymenaea";8,625;-70,375;"LERIDA";"LERIDA";"Venezuela"
3090;"Episcada";"hymenaea";8,125;-62,625;"LERIDA";"LERIDA";"Venezuela"
3091;"Episcada";"hymenaea";10,375;-68,125;"LERIDA";"LERIDA";"Venezuela"
3094;"Episcada";"hymenaea";10,375;-66,875;"LERIDA";"LERIDA";"Venezuela"
3095;"Episcada";"hymenaea";10,625;-66,875;"LERIDA";"LERIDA";"Venezuela"
3097;"Episcada";"hymenaea";9,625;-69,625;"LERIDA";"LERIDA";"Venezuela"
3098;"Episcada";"hymenaea";8,625;-71,125;"LERIDA";"LERIDA";"Venezuela"
3100;"Episcada";"hymenaea";10,125;-66,125;"LERIDA";"LERIDA";"Venezuela"
3103;"Episcada";"hymenaea";9,875;-63,625;"LERIDA";"LERIDA";"Venezuela"
3104;"Episcada";"hymenaea";-17,875;-63,125;"LIBETHRIS";"LIBETHRIS";"Bolivia"
3105;"Episcada";"hymenaea";-16,875;-63,875;"LIBETHRIS";"LIBETHRIS";"Bolivia"
3106;"Episcada";"hymenaea";-1,375;-78,375;"LIBETHRIS";"LIBETHRIS";"Ecuador"
3107;"Episcada";"hymenaea";-1,375;-78,125;"LIBETHRIS";"LIBETHRIS";"Ecuador"
3108;"Episcada";"hymenaea";-6,625;-77,375;"LIBETHRIS";"LIBETHRIS";"Peru"
3109;"Episcada";"hymenaea";-6,375;-77,375;"LIBETHRIS";"LIBETHRIS";"Peru"
3110;"Episcada";"hymenaea";-12,875;-71,875;"LIBETHRIS";"LIBETHRIS";"Peru"
3111;"Episcada";"hymenaea";-13,625;-71,875;"LIBETHRIS";"LIBETHRIS";"Peru"
3112;"Episcada";"hymenaea";-13,125;-71,625;"LIBETHRIS";"LIBETHRIS";"Peru"
3114;"Episcada";"hymenaea";-9,375;-76,125;"LIBETHRIS";"LIBETHRIS";"Peru"
3115;"Episcada";"hymenaea";-11,125;-75,375;"LIBETHRIS";"LIBETHRIS";"Peru"
3116;"Episcada";"hymenaea";-11,375;-74,875;"LIBETHRIS";"LIBETHRIS";"Peru"
3117;"Episcada";"mira";0,875;-77,125;"LIBETHRIS";"AGNOSIA";"Colombia"
3118;"Episcada";"mira";-1,375;-78,125;"LIBETHRIS";"AGNOSIA";"Ecuador"
3119;"Episcada";"mira";-3,375;-78,625;"LIBETHRIS";"AGNOSIA";"Ecuador"
3120;"Episcada";"mira";-3,875;-78,875;"LIBETHRIS";"AGNOSIA";"Ecuador"
3121;"Episcada";"mira";-2,875;-78,375;"LIBETHRIS";"AGNOSIA";"Ecuador"
3122;"Episcada";"mira";-2,375;-78,125;"LIBETHRIS";"AGNOSIA";"Ecuador"
3123;"Episcada";"mira";-1,875;-78,125;"LIBETHRIS";"AGNOSIA";"Ecuador"
3124;"Episcada";"mira";-0,375;-77,875;"LIBETHRIS";"AGNOSIA";"Ecuador"
