"ID_obs";"Genus";"Species";"Latitude";"Longitude";"M.mimicry";"F.mimicry";"Country"
1;"Aeria";"elara";10,125;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2;"Aeria";"elara";9,375;-69,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
3;"Aeria";"elara";8,125;-70,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
4;"Aeria";"elara";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
7;"Aeria";"elara";10,125;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
8;"Aeria";"elara";10,375;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
9;"Aeria";"elara";-2,375;-46,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
10;"Aeria";"elara";-1,125;-46,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
11;"Aeria";"elara";4,125;-59,375;"EURIMEDIA";"EURIMEDIA";"Guyana"
12;"Aeria";"elara";-14,625;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
13;"Aeria";"elara";-12,375;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14;"Aeria";"elara";-14,625;-61,125;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15;"Aeria";"elara";-13,625;-60,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
16;"Aeria";"elara";-13,625;-61,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
17;"Aeria";"elara";-14,625;-61,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
18;"Aeria";"elara";-17,625;-63,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
19;"Aeria";"elara";-17,125;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
20;"Aeria";"elara";-17,875;-63,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
21;"Aeria";"elara";-16,375;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
22;"Aeria";"elara";-17,625;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
23;"Aeria";"elara";-14,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
24;"Aeria";"elara";-13,625;-60,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
25;"Aeria";"elara";-16,625;-63,125;"EURIMEDIA";"EURIMEDIA";"Bolivia"
26;"Aeria";"elara";-16,125;-48,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
27;"Aeria";"elara";-16,625;-49,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
28;"Aeria";"elara";-15,875;-50,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
29;"Aeria";"elara";-14,625;-49,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
30;"Aeria";"elara";-15,375;-55,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
32;"Aeria";"elara";-10,375;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
34;"Aeria";"elara";-10,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
35;"Aeria";"elara";-10,375;-62,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
36;"Aeria";"elara";-12,625;-69,125;"EURIMEDIA";"EURIMEDIA";"Peru"
37;"Aeria";"elara";9,125;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
38;"Aeria";"elara";11,125;-74,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
39;"Aeria";"eurimedia";6,875;-76,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
40;"Aeria";"eurimedia";7,125;-75,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
41;"Aeria";"eurimedia";5,625;-74,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
42;"Aeria";"eurimedia";1,625;-75,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
43;"Aeria";"eurimedia";4,875;-76,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
44;"Aeria";"eurimedia";5,375;-74,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
45;"Aeria";"eurimedia";5,625;-74,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
47;"Aeria";"eurimedia";10,375;-73,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
48;"Aeria";"eurimedia";3,625;-73,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
49;"Aeria";"eurimedia";4,125;-73,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
50;"Aeria";"eurimedia";3,875;-76,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
51;"Aeria";"eurimedia";3,625;-76,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
52;"Aeria";"eurimedia";9,875;-83,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
53;"Aeria";"eurimedia";9,875;-83,625;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
54;"Aeria";"eurimedia";10,375;-84,125;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
55;"Aeria";"eurimedia";10,375;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
56;"Aeria";"eurimedia";9,625;-82,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
57;"Aeria";"eurimedia";10,125;-83,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
58;"Aeria";"eurimedia";9,875;-83,125;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
59;"Aeria";"eurimedia";9,875;-82,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
60;"Aeria";"eurimedia";9,125;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
61;"Aeria";"eurimedia";9,625;-84,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
62;"Aeria";"eurimedia";14,625;-84,625;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
63;"Aeria";"eurimedia";12,375;-85,125;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
64;"Aeria";"eurimedia";13,125;-85,875;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
65;"Aeria";"eurimedia";8,625;-81,875;"EURIMEDIA";"EURIMEDIA";"Panama"
66;"Aeria";"eurimedia";8,625;-82,625;"EURIMEDIA";"EURIMEDIA";"Panama"
67;"Aeria";"eurimedia";8,375;-82,375;"EURIMEDIA";"EURIMEDIA";"Panama"
68;"Aeria";"eurimedia";8,125;-81,625;"EURIMEDIA";"EURIMEDIA";"Panama"
69;"Aeria";"eurimedia";9,375;-79,875;"EURIMEDIA";"EURIMEDIA";"Panama"
71;"Aeria";"eurimedia";9,125;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
72;"Aeria";"eurimedia";9,375;-80,125;"EURIMEDIA";"EURIMEDIA";"Panama"
73;"Aeria";"eurimedia";9,375;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
74;"Aeria";"eurimedia";7,875;-77,625;"EURIMEDIA";"EURIMEDIA";"Panama"
75;"Aeria";"eurimedia";8,875;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
77;"Aeria";"eurimedia";8,375;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
78;"Aeria";"eurimedia";7,625;-81,625;"EURIMEDIA";"EURIMEDIA";"Panama"
79;"Aeria";"eurimedia";8,875;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
80;"Aeria";"eurimedia";10,625;-61,125;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
81;"Aeria";"eurimedia";10,625;-61,625;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
84;"Aeria";"eurimedia";10,375;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
87;"Aeria";"eurimedia";10,125;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
88;"Aeria";"eurimedia";10,375;-67,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
89;"Aeria";"eurimedia";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
91;"Aeria";"eurimedia";10,125;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
92;"Aeria";"eurimedia";10,375;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
93;"Aeria";"eurimedia";9,875;-69,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
94;"Aeria";"eurimedia";10,875;-63,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
95;"Aeria";"eurimedia";10,625;-62,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
96;"Aeria";"eurimedia";10,375;-69,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
97;"Aeria";"eurimedia";10,625;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
98;"Aeria";"eurimedia";-2,375;-46,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
99;"Aeria";"eurimedia";-4,375;-56,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
100;"Aeria";"eurimedia";-1,125;-47,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
101;"Aeria";"eurimedia";-4,375;-55,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
102;"Aeria";"eurimedia";-1,875;-55,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
103;"Aeria";"eurimedia";-2,375;-54,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
104;"Aeria";"eurimedia";4,875;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
105;"Aeria";"eurimedia";4,625;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
106;"Aeria";"eurimedia";4,125;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
107;"Aeria";"eurimedia";3,875;-51,875;"EURIMEDIA";"EURIMEDIA";"French Guiana"
108;"Aeria";"eurimedia";3,625;-54,125;"EURIMEDIA";"EURIMEDIA";"French Guiana"
109;"Aeria";"eurimedia";3,875;-53,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
110;"Aeria";"eurimedia";5,375;-54,125;"EURIMEDIA";"EURIMEDIA";"French Guiana"
111;"Aeria";"eurimedia";6,375;-58,625;"EURIMEDIA";"EURIMEDIA";"Guyana"
112;"Aeria";"eurimedia";5,625;-59,625;"EURIMEDIA";"EURIMEDIA";"Guyana"
113;"Aeria";"eurimedia";5,875;-61,125;"EURIMEDIA";"EURIMEDIA";"Guyana"
114;"Aeria";"eurimedia";5,125;-59,375;"EURIMEDIA";"EURIMEDIA";"Guyana"
115;"Aeria";"eurimedia";5,375;-59,125;"EURIMEDIA";"EURIMEDIA";"Guyana"
116;"Aeria";"eurimedia";5,125;-55,125;"EURIMEDIA";"EURIMEDIA";"Suriname"
117;"Aeria";"eurimedia";5,125;-54,375;"EURIMEDIA";"EURIMEDIA";"Suriname"
118;"Aeria";"eurimedia";5,875;-55,125;"EURIMEDIA";"EURIMEDIA";"Suriname"
119;"Aeria";"eurimedia";6,125;-61,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
120;"Aeria";"eurimedia";2,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
121;"Aeria";"eurimedia";1,625;-78,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
122;"Aeria";"eurimedia";3,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
124;"Aeria";"eurimedia";8,375;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
125;"Aeria";"eurimedia";7,375;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
126;"Aeria";"eurimedia";-3,375;-68,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
127;"Aeria";"eurimedia";-10,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
129;"Aeria";"eurimedia";-10,375;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
130;"Aeria";"eurimedia";-1,125;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
131;"Aeria";"eurimedia";0,875;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
132;"Aeria";"eurimedia";1,125;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
133;"Aeria";"eurimedia";0,875;-78,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
134;"Aeria";"eurimedia";-2,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
135;"Aeria";"eurimedia";-2,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
136;"Aeria";"eurimedia";-2,375;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
137;"Aeria";"eurimedia";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
138;"Aeria";"eurimedia";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
139;"Aeria";"eurimedia";-0,375;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
147;"Aeria";"eurimedia";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
148;"Aeria";"eurimedia";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
149;"Aeria";"eurimedia";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
153;"Aeria";"eurimedia";-0,875;-75,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
157;"Aeria";"eurimedia";-0,625;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
158;"Aeria";"eurimedia";-0,375;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
159;"Aeria";"eurimedia";-0,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
160;"Aeria";"eurimedia";-0,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
161;"Aeria";"eurimedia";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
164;"Aeria";"eurimedia";-1,125;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
168;"Aeria";"eurimedia";-1,625;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
170;"Aeria";"eurimedia";-1,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
172;"Aeria";"eurimedia";0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
173;"Aeria";"eurimedia";-0,125;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
176;"Aeria";"eurimedia";-0,375;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
177;"Aeria";"eurimedia";-4,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Peru"
178;"Aeria";"eurimedia";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
179;"Aeria";"eurimedia";-9,375;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
180;"Aeria";"eurimedia";-0,875;-75,375;"EURIMEDIA";"EURIMEDIA";"Peru"
181;"Aeria";"eurimedia";-4,375;-77,625;"EURIMEDIA";"EURIMEDIA";"Peru"
182;"Aeria";"eurimedia";-0,875;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
183;"Aeria";"eurimedia";-4,625;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
184;"Aeria";"eurimedia";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
186;"Aeria";"eurimedia";-5,375;-74,375;"EURIMEDIA";"EURIMEDIA";"Peru"
187;"Aeria";"eurimedia";-3,375;-71,875;"EURIMEDIA";"EURIMEDIA";"Peru"
188;"Aeria";"eurimedia";-3,125;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
191;"Aeria";"eurimedia";-3,375;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
192;"Aeria";"eurimedia";-5,875;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
193;"Aeria";"eurimedia";-11,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
194;"Aeria";"eurimedia";-10,125;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
195;"Aeria";"eurimedia";-6,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
198;"Aeria";"eurimedia";16,125;-88,875;"EURIMEDIA";"EURIMEDIA";"Belize"
200;"Aeria";"eurimedia";16,375;-89,125;"EURIMEDIA";"EURIMEDIA";"Belize"
201;"Aeria";"eurimedia";13,625;-89,125;"EURIMEDIA";"EURIMEDIA";"El Salvador"
202;"Aeria";"eurimedia";15,625;-90,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
203;"Aeria";"eurimedia";15,375;-89,625;"EURIMEDIA";"EURIMEDIA";"Guatemala"
204;"Aeria";"eurimedia";15,375;-89,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
205;"Aeria";"eurimedia";14,375;-90,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
208;"Aeria";"eurimedia";15,375;-89,125;"EURIMEDIA";"EURIMEDIA";"Guatemala"
209;"Aeria";"eurimedia";16,625;-90,125;"EURIMEDIA";"EURIMEDIA";"Guatemala"
210;"Aeria";"eurimedia";14,625;-91,625;"EURIMEDIA";"EURIMEDIA";"Guatemala"
211;"Aeria";"eurimedia";14,125;-90,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
212;"Aeria";"eurimedia";14,625;-91,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
213;"Aeria";"eurimedia";15,625;-87,375;"EURIMEDIA";"EURIMEDIA";"Honduras"
214;"Aeria";"eurimedia";15,375;-88,125;"EURIMEDIA";"EURIMEDIA";"Honduras"
216;"Aeria";"eurimedia";16,625;-91,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
217;"Aeria";"eurimedia";16,875;-93,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
218;"Aeria";"eurimedia";16,125;-90,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
219;"Aeria";"eurimedia";16,625;-91,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
220;"Aeria";"eurimedia";16,875;-92,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
221;"Aeria";"eurimedia";16,375;-91,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
222;"Aeria";"eurimedia";18,375;-95,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
223;"Aeria";"eurimedia";14,875;-92,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
224;"Aeria";"eurimedia";15,625;-96,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
225;"Aeria";"eurimedia";17,875;-96,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
226;"Aeria";"eurimedia";17,875;-92,625;"EURIMEDIA";"EURIMEDIA";"Mexico"
227;"Aeria";"eurimedia";17,625;-92,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
228;"Aeria";"eurimedia";17,375;-91,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
229;"Aeria";"eurimedia";18,875;-96,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
231;"Aeria";"eurimedia";18,625;-96,625;"EURIMEDIA";"EURIMEDIA";"Mexico"
232;"Aeria";"eurimedia";18,625;-96,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
233;"Aeria";"eurimedia";-14,375;-65,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
234;"Aeria";"eurimedia";-15,125;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
235;"Aeria";"eurimedia";-15,625;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
237;"Aeria";"eurimedia";-10,125;-65,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
239;"Aeria";"eurimedia";-2,125;-79,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
240;"Aeria";"eurimedia";-1,875;-79,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
241;"Aeria";"eurimedia";-3,625;-80,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
242;"Aeria";"eurimedia";-3,625;-79,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
243;"Aeria";"eurimedia";1,125;-78,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
244;"Aeria";"eurimedia";0,875;-79,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
256;"Aeria";"eurimedia";0,375;-79,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
259;"Aeria";"eurimedia";0,625;-78,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
260;"Aeria";"eurimedia";0,875;-79,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
263;"Aeria";"eurimedia";-0,875;-79,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
264;"Aeria";"eurimedia";-0,125;-79,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
265;"Aeria";"olena";-14,625;-56,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
266;"Aeria";"olena";-19,625;-41,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
267;"Aeria";"olena";-19,875;-40,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
268;"Aeria";"olena";-19,375;-40,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
269;"Aeria";"olena";-21,125;-43,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
270;"Aeria";"olena";-19,875;-43,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
271;"Aeria";"olena";-19,375;-44,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
272;"Aeria";"olena";-20,125;-45,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
273;"Aeria";"olena";-24,875;-50,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
274;"Aeria";"olena";-25,625;-53,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
275;"Aeria";"olena";-25,125;-50,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
276;"Aeria";"olena";-24,875;-50,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
277;"Aeria";"olena";-8,875;-36,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
278;"Aeria";"olena";-22,875;-42,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
279;"Aeria";"olena";-22,375;-44,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
280;"Aeria";"olena";-22,625;-43,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
281;"Aeria";"olena";-22,875;-43,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
282;"Aeria";"olena";-21,625;-42,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
283;"Aeria";"olena";-32,125;-52,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
284;"Aeria";"olena";-20,875;-50,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
285;"Aeria";"olena";-21,125;-50,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
286;"Aeria";"olena";-22,375;-47,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
287;"Aeria";"olena";-22,375;-49,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
288;"Aeria";"olena";-22,875;-47,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
289;"Aeria";"olena";-23,625;-46,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
290;"Aremfoxia";"ferra";-13,125;-71,625;"MESTRA";"MESTRA";"Peru"
291;"Aremfoxia";"ferra";-11,125;-75,375;"MESTRA";"MESTRA";"Peru"
292;"Aremfoxia";"ferra";-15,875;-67,625;"CONFUSA";"CONFUSA";"Bolivia"
293;"Aremfoxia";"ferra";-16,375;-66,875;"CONFUSA";"CONFUSA";"Bolivia"
294;"Aremfoxia";"ferra";-13,375;-70,875;"CONFUSA";"CONFUSA";"Peru"
295;"Athesis";"acrisione";-1,625;-77,875;"ACRISIONE";"ACRISIONE";"Ecuador"
296;"Athesis";"acrisione";-2,375;-78,125;"ACRISIONE";"ACRISIONE";"Ecuador"
298;"Athesis";"acrisione";-2,375;-77,625;"ACRISIONE";"ACRISIONE";"Ecuador"
299;"Athesis";"acrisione";-2,875;-78,125;"ACRISIONE";"ACRISIONE";"Ecuador"
300;"Athesis";"acrisione";-2,875;-77,875;"ACRISIONE";"ACRISIONE";"Ecuador"
301;"Athesis";"acrisione";-1,125;-77,875;"ACRISIONE";"ACRISIONE";"Ecuador"
303;"Athesis";"acrisione";-1,125;-77,625;"ACRISIONE";"ACRISIONE";"Ecuador"
308;"Athesis";"acrisione";-0,875;-77,375;"ACRISIONE";"ACRISIONE";"Ecuador"
310;"Athesis";"acrisione";-0,875;-77,875;"ACRISIONE";"ACRISIONE";"Ecuador"
311;"Athesis";"acrisione";-0,375;-77,375;"ACRISIONE";"ACRISIONE";"Ecuador"
312;"Athesis";"acrisione";-0,375;-76,875;"ACRISIONE";"ACRISIONE";"Ecuador"
313;"Athesis";"acrisione";-1,375;-77,875;"ACRISIONE";"ACRISIONE";"Ecuador"
316;"Athesis";"acrisione";-1,375;-77,625;"ACRISIONE";"ACRISIONE";"Ecuador"
319;"Athesis";"acrisione";-1,625;-77,625;"ACRISIONE";"ACRISIONE";"Ecuador"
320;"Athesis";"acrisione";-1,375;-77,375;"ACRISIONE";"ACRISIONE";"Ecuador"
321;"Athesis";"acrisione";-1,625;-77,375;"ACRISIONE";"ACRISIONE";"Ecuador"
323;"Athesis";"acrisione";-1,375;-78,375;"ACRISIONE";"ACRISIONE";"Ecuador"
325;"Athesis";"acrisione";-3,875;-78,625;"ACRISIONE";"ACRISIONE";"Ecuador"
326;"Athesis";"acrisione";-5,625;-77,625;"ACRISIONE";"ACRISIONE";"Peru"
327;"Athesis";"acrisione";1,125;-76,625;"CONFUSA";"CONFUSA";"Colombia"
328;"Athesis";"clearista";5,625;-74,125;"DILUCIDA";"DILUCIDA";"Colombia"
329;"Athesis";"clearista";5,125;-75,625;"DILUCIDA";"DILUCIDA";"Colombia"
330;"Athesis";"clearista";7,625;-72,625;"DILUCIDA";"DILUCIDA";"Colombia"
331;"Athesis";"clearista";5,375;-75,875;"DILUCIDA";"DILUCIDA";"Colombia"
332;"Athesis";"clearista";6,375;-73,125;"DILUCIDA";"DILUCIDA";"Colombia"
333;"Athesis";"clearista";4,125;-75,375;"DILUCIDA";"DILUCIDA";"Colombia"
335;"Athesis";"clearista";3,375;-76,625;"DILUCIDA";"DILUCIDA";"Colombia"
336;"Athesis";"clearista";3,875;-76,625;"DILUCIDA";"DILUCIDA";"Colombia"
340;"Athesis";"clearista";0,375;-78,625;"DILUCIDA";"DILUCIDA";"Ecuador"
341;"Athesis";"clearista";0,625;-78,125;"DILUCIDA";"DILUCIDA";"Ecuador"
342;"Athesis";"clearista";0,875;-78,375;"DILUCIDA";"DILUCIDA";"Ecuador"
343;"Athesis";"clearista";10,375;-67,625;"DILUCIDA";"DILUCIDA";"Venezuela"
344;"Athesis";"clearista";10,375;-68,125;"DILUCIDA";"DILUCIDA";"Venezuela"
346;"Athesis";"clearista";10,375;-66,875;"DILUCIDA";"DILUCIDA";"Venezuela"
347;"Athesis";"clearista";10,125;-70,625;"DILUCIDA";"DILUCIDA";"Venezuela"
348;"Athesis";"clearista";8,625;-71,125;"DILUCIDA";"DILUCIDA";"Venezuela"
349;"Athesis";"clearista";10,125;-63,625;"DILUCIDA";"DILUCIDA";"Venezuela"
351;"Athesis";"clearista";6,875;-76,125;"DILUCIDA";"DILUCIDA";"Colombia"
352;"Athesis";"clearista";4,625;-74,375;"DILUCIDA";"DILUCIDA";"Colombia"
354;"Athesis";"clearista";4,875;-74,875;"DILUCIDA";"DILUCIDA";"Colombia"
355;"Athesis";"vitrala";-6,125;-77,875;"HEWITSONI";"HEWITSONI";"Peru"
356;"Athesis";"vitrala";-6,375;-77,375;"HEWITSONI";"HEWITSONI";"Peru"
357;"Athesis";"vitrala";-5,875;-77,875;"HEWITSONI";"HEWITSONI";"Peru"
360;"Athesis";"vitrala";-5,625;-78,625;"HEWITSONI";"HEWITSONI";"Peru"
