"ID_obs";"Genus";"Species";"Sub.species";"Latitude";"Longitude";"M.mimicry";"F.mimicry";"Country"
1;"Aeria";"elara";"elara";10,125;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
2;"Aeria";"elara";"elara";9,375;-69,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
3;"Aeria";"elara";"elara";8,125;-70,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
4;"Aeria";"elara";"elara";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
5;"Aeria";"elara";"elara";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
6;"Aeria";"elara";"elara";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
7;"Aeria";"elara";"elara";10,125;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
8;"Aeria";"elara";"elara";10,375;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
9;"Aeria";"elara";"elarina";-2,375;-46,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
10;"Aeria";"elara";"elarina";-1,125;-46,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
11;"Aeria";"elara";"elarina";4,125;-59,375;"EURIMEDIA";"EURIMEDIA";"Guyana"
12;"Aeria";"elara";"n. ssp. [1]";-14,625;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
13;"Aeria";"elara";"n. ssp. [1]";-12,375;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14;"Aeria";"elara";"n. ssp. [1]";-14,625;-61,125;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15;"Aeria";"elara";"n. ssp. [1]";-13,625;-60,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
16;"Aeria";"elara";"n. ssp. [1]";-13,625;-61,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
17;"Aeria";"elara";"n. ssp. [1]";-14,625;-61,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
18;"Aeria";"elara";"n. ssp. [1]";-17,625;-63,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
19;"Aeria";"elara";"n. ssp. [1]";-17,125;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
20;"Aeria";"elara";"n. ssp. [1]";-17,875;-63,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
21;"Aeria";"elara";"n. ssp. [1]";-16,375;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
22;"Aeria";"elara";"n. ssp. [1]";-17,625;-64,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
23;"Aeria";"elara";"n. ssp. [1]";-14,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
24;"Aeria";"elara";"n. ssp. [1]";-13,625;-60,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
25;"Aeria";"elara";"n. ssp. [1]";-16,625;-63,125;"EURIMEDIA";"EURIMEDIA";"Bolivia"
26;"Aeria";"elara";"n. ssp. [1]";-16,125;-48,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
27;"Aeria";"elara";"n. ssp. [1]";-16,625;-49,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
28;"Aeria";"elara";"n. ssp. [1]";-15,875;-50,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
29;"Aeria";"elara";"n. ssp. [1]";-14,625;-49,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
30;"Aeria";"elara";"n. ssp. [1]";-15,375;-55,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
31;"Aeria";"elara";"n. ssp. [1]";-15,375;-55,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
32;"Aeria";"elara";"n. ssp. [1]";-10,375;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
33;"Aeria";"elara";"n. ssp. [1]";-10,375;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
34;"Aeria";"elara";"n. ssp. [1]";-10,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
35;"Aeria";"elara";"n. ssp. [1]";-10,375;-62,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
36;"Aeria";"elara";"n. ssp. [1]";-12,625;-69,125;"EURIMEDIA";"EURIMEDIA";"Peru"
37;"Aeria";"elara";"n. ssp. [3]";9,125;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
38;"Aeria";"elara";"n. ssp. [3]";11,125;-74,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
39;"Aeria";"eurimedia";"agna";6,875;-76,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
40;"Aeria";"eurimedia";"agna";7,125;-75,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
41;"Aeria";"eurimedia";"agna";5,625;-74,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
42;"Aeria";"eurimedia";"agna";1,625;-75,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
43;"Aeria";"eurimedia";"agna";4,875;-76,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
44;"Aeria";"eurimedia";"agna";5,375;-74,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
45;"Aeria";"eurimedia";"agna";5,625;-74,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
46;"Aeria";"eurimedia";"agna";5,375;-74,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
47;"Aeria";"eurimedia";"agna";10,375;-73,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
48;"Aeria";"eurimedia";"agna";3,625;-73,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
49;"Aeria";"eurimedia";"agna";4,125;-73,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
50;"Aeria";"eurimedia";"agna";3,875;-76,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
51;"Aeria";"eurimedia";"agna";3,625;-76,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
52;"Aeria";"eurimedia";"agna";9,875;-83,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
53;"Aeria";"eurimedia";"agna";9,875;-83,625;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
54;"Aeria";"eurimedia";"agna";10,375;-84,125;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
55;"Aeria";"eurimedia";"agna";10,375;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
56;"Aeria";"eurimedia";"agna";9,625;-82,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
57;"Aeria";"eurimedia";"agna";10,125;-83,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
58;"Aeria";"eurimedia";"agna";9,875;-83,125;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
59;"Aeria";"eurimedia";"agna";9,875;-82,875;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
60;"Aeria";"eurimedia";"agna";9,125;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
61;"Aeria";"eurimedia";"agna";9,625;-84,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
62;"Aeria";"eurimedia";"agna";14,625;-84,625;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
63;"Aeria";"eurimedia";"agna";12,375;-85,125;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
64;"Aeria";"eurimedia";"agna";13,125;-85,875;"EURIMEDIA";"EURIMEDIA";"Nicaragua"
65;"Aeria";"eurimedia";"agna";8,625;-81,875;"EURIMEDIA";"EURIMEDIA";"Panama"
66;"Aeria";"eurimedia";"agna";8,625;-82,625;"EURIMEDIA";"EURIMEDIA";"Panama"
67;"Aeria";"eurimedia";"agna";8,375;-82,375;"EURIMEDIA";"EURIMEDIA";"Panama"
68;"Aeria";"eurimedia";"agna";8,125;-81,625;"EURIMEDIA";"EURIMEDIA";"Panama"
69;"Aeria";"eurimedia";"agna";9,375;-79,875;"EURIMEDIA";"EURIMEDIA";"Panama"
70;"Aeria";"eurimedia";"agna";9,375;-79,875;"EURIMEDIA";"EURIMEDIA";"Panama"
71;"Aeria";"eurimedia";"agna";9,125;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
72;"Aeria";"eurimedia";"agna";9,375;-80,125;"EURIMEDIA";"EURIMEDIA";"Panama"
73;"Aeria";"eurimedia";"agna";9,375;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
74;"Aeria";"eurimedia";"agna";7,875;-77,625;"EURIMEDIA";"EURIMEDIA";"Panama"
75;"Aeria";"eurimedia";"agna";8,875;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
76;"Aeria";"eurimedia";"agna";9,125;-79,625;"EURIMEDIA";"EURIMEDIA";"Panama"
77;"Aeria";"eurimedia";"agna";8,375;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
78;"Aeria";"eurimedia";"agna";7,625;-81,625;"EURIMEDIA";"EURIMEDIA";"Panama"
79;"Aeria";"eurimedia";"agna";8,875;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
80;"Aeria";"eurimedia";"agna";10,625;-61,125;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
81;"Aeria";"eurimedia";"agna";10,625;-61,625;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
82;"Aeria";"eurimedia";"agna";10,625;-61,625;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
83;"Aeria";"eurimedia";"agna";10,625;-61,625;"EURIMEDIA";"EURIMEDIA";"Trinidad & Tobago"
84;"Aeria";"eurimedia";"agna";10,375;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
85;"Aeria";"eurimedia";"agna";10,375;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
86;"Aeria";"eurimedia";"agna";10,375;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
87;"Aeria";"eurimedia";"agna";10,125;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
88;"Aeria";"eurimedia";"agna";10,375;-67,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
89;"Aeria";"eurimedia";"agna";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
90;"Aeria";"eurimedia";"agna";10,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
91;"Aeria";"eurimedia";"agna";10,125;-67,625;"EURIMEDIA";"EURIMEDIA";"Venezuela"
92;"Aeria";"eurimedia";"agna";10,375;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
93;"Aeria";"eurimedia";"agna";9,875;-69,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
94;"Aeria";"eurimedia";"agna";10,875;-63,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
95;"Aeria";"eurimedia";"agna";10,625;-62,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
96;"Aeria";"eurimedia";"agna";10,375;-69,125;"EURIMEDIA";"EURIMEDIA";"Venezuela"
97;"Aeria";"eurimedia";"agna";10,625;-66,875;"EURIMEDIA";"EURIMEDIA";"Venezuela"
98;"Aeria";"eurimedia";"eurimedia";-2,375;-46,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
99;"Aeria";"eurimedia";"eurimedia";-4,375;-56,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
100;"Aeria";"eurimedia";"eurimedia";-1,125;-47,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
101;"Aeria";"eurimedia";"eurimedia";-4,375;-55,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
102;"Aeria";"eurimedia";"eurimedia";-1,875;-55,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
103;"Aeria";"eurimedia";"eurimedia";-2,375;-54,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
104;"Aeria";"eurimedia";"eurimedia";4,875;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
105;"Aeria";"eurimedia";"eurimedia";4,625;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
106;"Aeria";"eurimedia";"eurimedia";4,125;-52,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
107;"Aeria";"eurimedia";"eurimedia";3,875;-51,875;"EURIMEDIA";"EURIMEDIA";"French Guiana"
108;"Aeria";"eurimedia";"eurimedia";3,625;-54,125;"EURIMEDIA";"EURIMEDIA";"French Guiana"
109;"Aeria";"eurimedia";"eurimedia";3,875;-53,375;"EURIMEDIA";"EURIMEDIA";"French Guiana"
110;"Aeria";"eurimedia";"eurimedia";5,375;-54,125;"EURIMEDIA";"EURIMEDIA";"French Guiana"
111;"Aeria";"eurimedia";"eurimedia";6,375;-58,625;"EURIMEDIA";"EURIMEDIA";"Guyana"
112;"Aeria";"eurimedia";"eurimedia";5,625;-59,625;"EURIMEDIA";"EURIMEDIA";"Guyana"
113;"Aeria";"eurimedia";"eurimedia";5,875;-61,125;"EURIMEDIA";"EURIMEDIA";"Guyana"
114;"Aeria";"eurimedia";"eurimedia";5,125;-59,375;"EURIMEDIA";"EURIMEDIA";"Guyana"
115;"Aeria";"eurimedia";"eurimedia";5,375;-59,125;"EURIMEDIA";"EURIMEDIA";"Guyana"
116;"Aeria";"eurimedia";"eurimedia";5,125;-55,125;"EURIMEDIA";"EURIMEDIA";"Suriname"
117;"Aeria";"eurimedia";"eurimedia";5,125;-54,375;"EURIMEDIA";"EURIMEDIA";"Suriname"
118;"Aeria";"eurimedia";"eurimedia";5,875;-55,125;"EURIMEDIA";"EURIMEDIA";"Suriname"
119;"Aeria";"eurimedia";"eurimedia";6,125;-61,375;"EURIMEDIA";"EURIMEDIA";"Venezuela"
120;"Aeria";"eurimedia";"latistriga";2,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
121;"Aeria";"eurimedia";"latistriga";1,625;-78,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
122;"Aeria";"eurimedia";"latistriga";3,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
123;"Aeria";"eurimedia";"n. ssp.";10,375;-84,125;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
124;"Aeria";"eurimedia";"n. ssp.";8,375;-83,375;"EURIMEDIA";"EURIMEDIA";"Costa Rica"
125;"Aeria";"eurimedia";"n. ssp.";7,375;-80,875;"EURIMEDIA";"EURIMEDIA";"Panama"
126;"Aeria";"eurimedia";"negricola";-3,375;-68,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
127;"Aeria";"eurimedia";"negricola";-10,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
128;"Aeria";"eurimedia";"negricola";-10,625;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
129;"Aeria";"eurimedia";"negricola";-10,375;-62,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
130;"Aeria";"eurimedia";"negricola";-1,125;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
131;"Aeria";"eurimedia";"negricola";0,875;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
132;"Aeria";"eurimedia";"negricola";1,125;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
133;"Aeria";"eurimedia";"negricola";0,875;-78,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
134;"Aeria";"eurimedia";"negricola";-2,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
135;"Aeria";"eurimedia";"negricola";-2,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
136;"Aeria";"eurimedia";"negricola";-2,375;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
137;"Aeria";"eurimedia";"negricola";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
138;"Aeria";"eurimedia";"negricola";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
139;"Aeria";"eurimedia";"negricola";-0,375;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
140;"Aeria";"eurimedia";"negricola";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
141;"Aeria";"eurimedia";"negricola";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
142;"Aeria";"eurimedia";"negricola";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
143;"Aeria";"eurimedia";"negricola";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
144;"Aeria";"eurimedia";"negricola";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
145;"Aeria";"eurimedia";"negricola";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
146;"Aeria";"eurimedia";"negricola";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
147;"Aeria";"eurimedia";"negricola";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
148;"Aeria";"eurimedia";"negricola";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
149;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
150;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
151;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
152;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
153;"Aeria";"eurimedia";"negricola";-0,875;-75,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
154;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
155;"Aeria";"eurimedia";"negricola";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
156;"Aeria";"eurimedia";"negricola";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
157;"Aeria";"eurimedia";"negricola";-0,625;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
158;"Aeria";"eurimedia";"negricola";-0,375;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
159;"Aeria";"eurimedia";"negricola";-0,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
160;"Aeria";"eurimedia";"negricola";-0,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
161;"Aeria";"eurimedia";"negricola";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
162;"Aeria";"eurimedia";"negricola";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
163;"Aeria";"eurimedia";"negricola";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
164;"Aeria";"eurimedia";"negricola";-1,125;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
165;"Aeria";"eurimedia";"negricola";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
166;"Aeria";"eurimedia";"negricola";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
167;"Aeria";"eurimedia";"negricola";-0,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
168;"Aeria";"eurimedia";"negricola";-1,625;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
169;"Aeria";"eurimedia";"negricola";-2,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
170;"Aeria";"eurimedia";"negricola";-1,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
171;"Aeria";"eurimedia";"negricola";-1,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
172;"Aeria";"eurimedia";"negricola";0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
173;"Aeria";"eurimedia";"negricola";-0,125;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
174;"Aeria";"eurimedia";"negricola";0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
175;"Aeria";"eurimedia";"negricola";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
176;"Aeria";"eurimedia";"negricola";-0,375;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
177;"Aeria";"eurimedia";"negricola";-4,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Peru"
178;"Aeria";"eurimedia";"negricola";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
179;"Aeria";"eurimedia";"negricola";-9,375;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
180;"Aeria";"eurimedia";"negricola";-0,875;-75,375;"EURIMEDIA";"EURIMEDIA";"Peru"
181;"Aeria";"eurimedia";"negricola";-4,375;-77,625;"EURIMEDIA";"EURIMEDIA";"Peru"
182;"Aeria";"eurimedia";"negricola";-0,875;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
183;"Aeria";"eurimedia";"negricola";-4,625;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
184;"Aeria";"eurimedia";"negricola";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
185;"Aeria";"eurimedia";"negricola";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
186;"Aeria";"eurimedia";"negricola";-5,375;-74,375;"EURIMEDIA";"EURIMEDIA";"Peru"
187;"Aeria";"eurimedia";"negricola";-3,375;-71,875;"EURIMEDIA";"EURIMEDIA";"Peru"
188;"Aeria";"eurimedia";"negricola";-3,125;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
189;"Aeria";"eurimedia";"negricola";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
190;"Aeria";"eurimedia";"negricola";-3,375;-71,875;"EURIMEDIA";"EURIMEDIA";"Peru"
191;"Aeria";"eurimedia";"negricola";-3,375;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
192;"Aeria";"eurimedia";"negricola";-5,875;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
193;"Aeria";"eurimedia";"negricola";-11,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
194;"Aeria";"eurimedia";"negricola";-10,125;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
195;"Aeria";"eurimedia";"negricola";-6,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
196;"Aeria";"eurimedia";"negricola";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
197;"Aeria";"eurimedia";"negricola";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
198;"Aeria";"eurimedia";"pacifica";16,125;-88,875;"EURIMEDIA";"EURIMEDIA";"Belize"
199;"Aeria";"eurimedia";"pacifica";16,125;-88,875;"EURIMEDIA";"EURIMEDIA";"Belize"
200;"Aeria";"eurimedia";"pacifica";16,375;-89,125;"EURIMEDIA";"EURIMEDIA";"Belize"
201;"Aeria";"eurimedia";"pacifica";13,625;-89,125;"EURIMEDIA";"EURIMEDIA";"El Salvador"
202;"Aeria";"eurimedia";"pacifica";15,625;-90,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
203;"Aeria";"eurimedia";"pacifica";15,375;-89,625;"EURIMEDIA";"EURIMEDIA";"Guatemala"
204;"Aeria";"eurimedia";"pacifica";15,375;-89,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
205;"Aeria";"eurimedia";"pacifica";14,375;-90,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
206;"Aeria";"eurimedia";"pacifica";14,375;-90,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
207;"Aeria";"eurimedia";"pacifica";14,375;-90,875;"EURIMEDIA";"EURIMEDIA";"Guatemala"
208;"Aeria";"eurimedia";"pacifica";15,375;-89,125;"EURIMEDIA";"EURIMEDIA";"Guatemala"
209;"Aeria";"eurimedia";"pacifica";16,625;-90,125;"EURIMEDIA";"EURIMEDIA";"Guatemala"
210;"Aeria";"eurimedia";"pacifica";14,625;-91,625;"EURIMEDIA";"EURIMEDIA";"Guatemala"
211;"Aeria";"eurimedia";"pacifica";14,125;-90,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
212;"Aeria";"eurimedia";"pacifica";14,625;-91,375;"EURIMEDIA";"EURIMEDIA";"Guatemala"
213;"Aeria";"eurimedia";"pacifica";15,625;-87,375;"EURIMEDIA";"EURIMEDIA";"Honduras"
214;"Aeria";"eurimedia";"pacifica";15,375;-88,125;"EURIMEDIA";"EURIMEDIA";"Honduras"
215;"Aeria";"eurimedia";"pacifica";15,375;-88,125;"EURIMEDIA";"EURIMEDIA";"Honduras"
216;"Aeria";"eurimedia";"pacifica";16,625;-91,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
217;"Aeria";"eurimedia";"pacifica";16,875;-93,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
218;"Aeria";"eurimedia";"pacifica";16,125;-90,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
219;"Aeria";"eurimedia";"pacifica";16,625;-91,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
220;"Aeria";"eurimedia";"pacifica";16,875;-92,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
221;"Aeria";"eurimedia";"pacifica";16,375;-91,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
222;"Aeria";"eurimedia";"pacifica";18,375;-95,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
223;"Aeria";"eurimedia";"pacifica";14,875;-92,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
224;"Aeria";"eurimedia";"pacifica";15,625;-96,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
225;"Aeria";"eurimedia";"pacifica";17,875;-96,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
226;"Aeria";"eurimedia";"pacifica";17,875;-92,625;"EURIMEDIA";"EURIMEDIA";"Mexico"
227;"Aeria";"eurimedia";"pacifica";17,625;-92,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
228;"Aeria";"eurimedia";"pacifica";17,375;-91,375;"EURIMEDIA";"EURIMEDIA";"Mexico"
229;"Aeria";"eurimedia";"pacifica";18,875;-96,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
230;"Aeria";"eurimedia";"pacifica";18,375;-95,125;"EURIMEDIA";"EURIMEDIA";"Mexico"
231;"Aeria";"eurimedia";"pacifica";18,625;-96,625;"EURIMEDIA";"EURIMEDIA";"Mexico"
232;"Aeria";"eurimedia";"pacifica";18,625;-96,875;"EURIMEDIA";"EURIMEDIA";"Mexico"
233;"Aeria";"eurimedia";"sisenna";-14,375;-65,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
234;"Aeria";"eurimedia";"sisenna";-15,125;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
235;"Aeria";"eurimedia";"sisenna";-15,625;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
236;"Aeria";"eurimedia";"sisenna";-15,625;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
237;"Aeria";"eurimedia";"sisenna";-10,125;-65,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
238;"Aeria";"eurimedia";"sisenna";2,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Colombia"
239;"Aeria";"eurimedia";"sisenna";-2,125;-79,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
240;"Aeria";"eurimedia";"sisenna";-1,875;-79,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
241;"Aeria";"eurimedia";"sisenna";-3,625;-80,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
242;"Aeria";"eurimedia";"sisenna";-3,625;-79,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
243;"Aeria";"eurimedia";"sisenna";1,125;-78,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
